Order,Titre_Texte,SOUND,MORPHEMES,M-GLOSS,CATEGORY
479.0,amzzud,t!rzm,[t-!rzm],[3FS-release:pf],V
480.0,amzzud,as,[a-s],[dat-3MS],
481.0,amzzud,ittħinn,[i-ttħi-nn],[3MS-push:pf-deic],V
482.0,amzzud,lbab,[l-bab],[the door:S],N
483.0,amzzud,s,[s],[with],
484.0,amzzud,tisssnat,[tiss snat],[FS:second],
485.0,amzzud,tini,[t-ini],[2FS-say:pf],V
486.0,amzzud,jas,[i-a-s],[to-dat-3S],
487.0,amzzud,a!llah,[a-!llah],[O-Allah],N
488.0,amzzud,!ukbar,[!ukbar],[!ukbar],
489.0,amzzud,awddi,[awddi],[Interjection],
490.0,amzzud,argaz,[a-rgaz],[MFSS-man],N
491.0,amzzud,trit,[t-ri-t],[2MS-want:ao],V
492.0,amzzud,jini,[i-ini],[3MS-say:ao],V
493.0,amzzud,jas,[i-a-s],[to-dat-3S],
494.0,amzzud,ħijd,[ħijd],[aside up:Imper 2S],V
495.0,amzzud,i,[i],[to],
496.0,amzzud,jji,[iji],[dat:1S],
497.0,amzzud,aʁaras,[a-ʁaras],[MFSS-path],N
498.0,amzzud,ajlliʁ,[ajlliʁ],[until],
499.0,amzzud,t!ksud,[t-!ksud],[3FS-be afraid:pf],V
500.0,amzzud,ʁd,[ʁd],[or],
501.0,amzzud,nttat,[ntta-t],[3FS:she],
502.0,amzzud,tnnu,[t-nnu],[t-nnu],
503.0,amzzud,!rzm,[!rzm],[release:Imper:2S],V
504.0,amzzud,as,[a-s],[dat-3S],
505.0,amzzud,izri,[i-zri],[3MS-pass:pf],V
506.0,amzzud,s,[s],[with],
507.0,amzzud,tiss!kratt,[tiss !krad-t],[FS:third],
508.0,amzzud,ittħinn,[i-ttħi-nn],[3MS-push:pf-deic],V
509.0,amzzud,daʁ,[daʁ],[once again],
510.0,amzzud,fllas,[flla-s],[on-3MS],
511.0,amzzud,taggurt,[taggurt],[taggurt],N
512.0,amzzud,tini,[t-ini],[2FS-say:pf],V
513.0,amzzud,jas,[i-a-s],[to-dat-3S],
514.0,amzzud,a!llah,[a-!llah],[O-Allah],N
515.0,amzzud,awddi,[awddi],[Interjection],
516.0,amzzud,mani,[mani],[where],
517.0,amzzud,trit,[t-ri-t],[2MS-want:ao],V
518.0,,New_Sentence,New_Sentence,New_Sentence,
519.0,amzzud,lʕfrit,[l-ʕfrit],[the devil],N
520.0,amzzud,ad,[a-d],[DemDet-Deic:this] ,
521.0,amzzud,ra,[ra],[ra:Fut],
522.0,amzzud,kk,[kk],[2MS:you],N
523.0,amzzud,ka,[ka],[really],
524.0,amzzud,ikmi,[i-kmi],[3MS-smoke:pf],V
525.0,amzzud,hann,[hann],[presentative],
526.0,amzzud,iʃqqa,[i-ʃqqa],[3MS-be hard:pf],V
527.0,,New_Sentence,New_Sentence,New_Sentence,
528.0,amzzud,inna,[i-nna],[3MS-say:pf],V
529.0,amzzud,jas,[i-a-s],[to-dat-3S],
530.0,amzzud,ħijd,[ħijd],[aside up:Imper 2S],V
531.0,amzzud,i,[i],[to],
532.0,amzzud,jji,[iji],[dat:1S],
533.0,amzzud,aʁaras,[a-ʁaras],[MFSS-path],N
534.0,amzzud,tħijdas,[t-ħijd],[2FS-aside up:pf],V
535.0,amzzud,tħijdas,[a-s],[dat-3MS],
536.0,amzzud,aʁaras,[a-ʁaras],[MFSS-path],N
537.0,amzzud,s,[s],[with],
538.0,amzzud,tiss!kkuzt,[tiss !kkuz-t],[FS:fourth],
539.0,amzzud,jaf,[i-af],[3MS-find:aoS],V
540.0,amzzud,tt,[tt],[Obj:3FS],
541.0,amzzud,inn,[inn],[deic],
542.0,amzzud,tga,[t-ga],[3FS-be:pf],V
543.0,amzzud,wltmas,[wltma-s],[sister-poss3S],N
544.0,,New_Sentence,New_Sentence,New_Sentence,
545.0,amzzud,tnna,[t-nna],[3FS-say:pf],V
546.0,amzzud,jas,[i-a-s],[to-dat-3S],
547.0,amzzud,a!llah,[a-!llah],[O-Allah],N
548.0,amzzud,a,[a],[voc],
549.0,amzzud,gwma,[gwma],[brother],N
550.0,amzzud,mani,[mani],[where],
551.0,amzzud,trit,[t-ri-t],[2MS-want:ao],V
552.0,amzzud,lʕfrit,[l-ʕfrit],[the devil],N
553.0,amzzud,ad,[a-d],[DemDet-Deic:this] ,
554.0,amzzud,lli,[lli],[RelPro],
555.0,amzzud,ʁid,[ʁid],[deic],
556.0,amzzud,illan,[i-lla-n],[3MS-be-n-partic],V
557.0,amzzud,ra,[ra],[ra:Fut],
558.0,amzzud,kk,[kk],[Obj:2MS:you],
559.0,amzzud,iʃʃ,[i-ʃʃ],[3MS-eat:pf],V
560.0,amzzud,isu,[i-su],[3MS-drink:Impf],V
561.0,amzzud,k,[k],[Obj:2MS],
562.0,,New_Sentence,New_Sentence,New_Sentence,
563.0,amzzud,ħijd,[ħijd],[aside up:Imper 2S],V
564.0,amzzud,a,[a],[voc],
565.0,amzzud,wltma,[wltma],[sister],N
566.0,amzzud,nttan,[nttan],[3MS:he],
567.0,amzzud,a,[ad],[AD:Comp],
568.0,amzzud,sa,[sa],[sa],
569.0,amzzud,ttlliʁ,[ttlli-ʁ],[ttlli-1S],
570.0,amzzud,isʁr,[i-sʁr],[3MS-dry:pf],V
571.0,amzzud,imawnnʁ,[i-maw-n-nʁ],[MPFS-mouth-Poss1P],
572.0,amzzud,rad,[rad],[RAD:Fut],
573.0,amzzud,sʁrʁ,[sʁr-ʁ],[put:pf-1S],V
574.0,amzzud,wi,[wi],[poss],
575.0,amzzud,ns,[n-s],[PossDet:3S],
576.0,,New_Sentence,New_Sentence,New_Sentence,
577.0,amzzud,ittħinn,[i-ttħi-nn],[3MS-push:pf-deic],V
578.0,amzzud,wisssmmus,[wiss smmus],[MS:fifth],
579.0,amzzud,lbiban,[l-biban],[the door:P],N
580.0,amzzud,jafinn,[i-af-inn],[3MS-find:pf-deic],V
581.0,amzzud,gis,[gi-s],[loc:3MS],
582.0,amzzud,tafruχt,[ta-fruχ-t],[FFSS:girl],N
583.0,amzzud,lli,[lli],[RelPro],
584.0,amzzud,bħra,[bħra],[barely],
585.0,amzzud,d,[d],[d],
586.0,amzzud,jiwi,[i-iwi],[3MS-bring:pf-deic],V
587.0,amzzud,lʕfrit,[l-ʕfrit],[the devil],N
588.0,amzzud,tga,[t-ga],[3FS-be:pf],V
589.0,amzzud,lʒdid,[l-ʒdid],[new],N
590.0,amzzud,ar,[ar],[AR],
591.0,amzzud,srs,[sr-s],[to-3S],
592.0,amzzud,tsawal,[t-sawal],[t-speek:Impf],V
593.0,amzzud,aʁar,[aʁar],[just],
594.0,amzzud,ss,[ss],[ss],
595.0,amzzud,ifassn,[i-fass-n],[MPFS-hand],N
596.0,,New_Sentence,New_Sentence,New_Sentence,
597.0,amzzud,tnna,[t-nna],[3FS-say:pf],V
598.0,amzzud,jas,[i-a-s],[to-dat-3S],
599.0,amzzud,mani,[mani],[where],
600.0,amzzud,trit,[t-ri-t],[2MS-want:ao],V
601.0,,New_Sentence,New_Sentence,New_Sentence,
602.0,amzzud,inna,[i-nna],[3MS-say:pf],V
603.0,amzzud,jas,[i-a-s],[to-dat-3S],
604.0,amzzud,manza,[manza],[where is],
605.0,amzzud,lʕfrit,[l-ʕfrit],[the devil],N
606.0,amzzud,at,[ad],[AD:Comp],
607.0,amzzud,t,[t],[Obj:3MS],
608.0,amzzud,nʁʁ,[nʁ-ʁ],[nʁ-1S],
609.0,,New_Sentence,New_Sentence,New_Sentence,
610.0,amzzud,tnna,[t-nna],[3FS-say:pf],V
611.0,amzzud,jas,[i-a-s],[to-dat-3S],
612.0,amzzud,lʕfrit,[l-ʕfrit],[the devil],N
613.0,amzzud,igun,[i-gun],[3MS-sleep:pf],V
614.0,,New_Sentence,New_Sentence,New_Sentence,
615.0,amzzud,inna,[i-nna],[3MS-say:pf],V
616.0,amzzud,jas,[i-a-s],[to-dat-3S],
617.0,amzzud,iʁ,[iʁ],[if],
618.0,amzzud,igun,[i-gun],[3MS-sleep:pf],V
619.0,amzzud,nkki,[nkki],[1S:me],N
620.0,amzzud,ra,[ra],[ra:Fut],
621.0,amzzud,srs,[sr-s],[to-3S],
622.0,amzzud,kʃmʁ,[kʃm-ʁ],[come in:pf-1S],V
623.0,amzzud,at,[ad],[AD:Comp],
624.0,amzzud,t,[t],[Obj:3MS],
625.0,amzzud,nʁʁ,[nʁ-ʁ],[nʁ-1S],
626.0,,New_Sentence,New_Sentence,New_Sentence,
627.0,amzzud,tnna,[t-nna],[3FS-say:pf],V
628.0,amzzud,jas,[i-a-s],[to-dat-3S],
629.0,amzzud,ur,[ur],[neg],
630.0,amzzud,as,[a-s],[dat:3MS],
631.0,amzzud,t!zdart,[t-!zdar-t],[2S-go down:ao],V
632.0,,New_Sentence,New_Sentence,New_Sentence,
633.0,amzzud,inna,[i-nna],[3MS-say:pf],V
634.0,amzzud,jas,[i-a-s],[to-dat-3S],
635.0,amzzud,ħijd,[ħijd],[aside up:Imper 2S],V
636.0,amzzud,at,[ad],[AD:Comp],
637.0,amzzud,t,[t],[Obj:3MS],
638.0,amzzud,nʁʁ,[nʁ-ʁ],[kill:ao-1S],
639.0,amzzud,sul,[sul],[not yet],
640.0,amzzud,lqqmʁ,[lqqm-ʁ],[add-1S-Dat-km],
641.0,amzzud,to,[as],[Dat:3S],
642.0,amzzud,km,[k-m],[obj:2FS]],
643.0,amzzud,t!nnurzm,[t-!nnurzm],[3FS-reflex-release:pf],V
644.0,amzzud,as,[a-s],[dat-3MS],
645.0,amzzud,ʁd,[ʁd],[or],
646.0,amzzud,nttat,[nttat],[3MS:he],
647.0,amzzud,ildid,[i-ldi-d],[3MS-take out:pf-deic],V
648.0,amzzud,ssif,[ssif],[the sword],N
649.0,amzzud,n,[n],[of],
650.0,amzzud,ibbwa,[i-bbwa],[dat-father],N
651.0,amzzud,s,[s],[Comp],
652.0,amzzud,ira,[i-ra],[2MS-drink:ao],V
653.0,amzzud,a,[ad],[AD:Comp],
654.0,amzzud,srs,[sr-s],[to-3S],
655.0,amzzud,jut,[i-ut],[3MS-hit:pf],V
656.0,amzzud,lʕfrit,[l-ʕfrit],[the devil],N
657.0,amzzud,t!amztid,[t-!amz-t-id],[2S-hold:pf-deic],V
658.0,amzzud,lbnt,[l-bnt],[the daughter],N
659.0,amzzud,tini,[t-ini],[2FS-say:pf],V
660.0,amzzud,jas,[i-a-s],[to-dat-3S],
661.0,amzzud,uhu,[uhu],[no],
662.0,amzzud,hakk,[hakk],[hakk],
663.0,amzzud,ssif,[ssif],[the sword],N
664.0,amzzud,t!rzm,[t-!rzm],[2S-open:ao],V
665.0,amzzud,ja,[ja],[one],
666.0,amzzud,llmʒr,[ll-mʒr],[n-the drawer],N
667.0,amzzud,tasid,[t-asi-d],[2FS-take:pf-deic],V
668.0,amzzud,gis,[gi-s],[loc:3MS],
669.0,amzzud,ssiflli,[ssif-lli],[the sword-RelPro] ,N
670.0,amzzud,s,[s],[with],
671.0,amzzud,ra,[ra],[ra:Fut],
672.0,amzzud,jmmt,[i-mmt],[3MS-die:pf],V
673.0,amzzud,lʕfrit,[l-ʕfrit],[the devil],N
674.0,amzzud,!j!amz,[!j-!amz],[3MS-hold:pf],V
675.0,amzzud,ssif,[ssif],[the sword],N
676.0,amzzud,lli,[lli],[RelPro],
677.0,amzzud,iggr,[i-ggr],[3MS-touch:ao],V
678.0,amzzud,srs,[sr-s],[to-3S],
679.0,amzzud,i,[i],[to],
680.0,amzzud,lʕfrit,[l-ʕfrit],[the devil],N
681.0,amzzud,idiwd,[i-diwd],[3MS-diwd],V
682.0,amzzud,a!llah,[a-!llah],[O-Allah],N
683.0,amzzud,a!llah,[a-!llah],[O-Allah],N
684.0,amzzud,jiwid,[i-iwi-d],[3MS-bring:pf-deic],V
685.0,amzzud,!rbbi,[!rbbi],[God],N
686.0,amzzud,rrzq,[rrzq],[Livelihood],N
687.0,amzzud,ʁass,[ʁ-ass],[Deic-day],N
688.0,amzzud,a,[a-d],[DemDet-Deic:this] ,
689.0,amzzud,ar,[ar],[AR],
690.0,amzzud,lmaħal,[l-maħal],[the site],N
691.0,amzzud,jini,[i-ini],[3MS-say:ao],V
692.0,amzzud,jas,[i-a-s],[to-dat-3S],
693.0,amzzud,unʃawi,[u-nʃawi],[SMCS-canabis smoker],N
694.0,amzzud,nikr,[nikr],[get-up:ao 2S],V
695.0,amzzud,awa,[awa],[so],
696.0,amzzud,nikr,[nikr],[stand up:ao:2S],V
697.0,amzzud,!tt!ħarb,[!tt-!ħarb],[tt-2MS-fight:ao],V
698.0,amzzud,New_Sentence,New_Sentence,New_Sentence,
699.0,amzzud,didi,[did-i],[with-1S],
700.0,amzzud,inkr,[i-nkr],[3MS-get up:pf],V
701.0,amzzud,lʕfrit,[l-ʕfrit],[the devil],N
702.0,amzzud,i!rzm,[i-!rzm],[3MS-open:pf],V
703.0,amzzud,!lmʒrrlli,[!lmʒrr-lli],[ drawer-RelPro] ,N
704.0,amzzud,jafinn,[i-af-inn],[3MS-find:pf-deic],V
705.0,amzzud,ssif,[ssif],[the sword],N
706.0,amzzud,ur,[ur],[neg],
707.0,amzzud,igi,[i-gi],[3MS-be:pf],V
708.0,amzzud,wi,[wi],[poss],
709.0,amzzud,ns,[n-s],[of-3S],
710.0,amzzud,ibadl,[i-badl],[3MS-change:pf],V
711.0,,New_Sentence,New_Sentence,New_Sentence,
712.0,amzzud,jini,[i-ini],[3MS-say:ao],V
713.0,amzzud,jas,[i-a-s],[to-dat-3S],
714.0,amzzud,lʕfrit,[l-ʕfrit],[the devil],N
715.0,amzzud,awddi,[awddi],[Interjection],
716.0,amzzud,ʕlawaʒhillahlkarim,[ʕla waʒhi llah lkarim],[for God's sake],
717.0,amzzud,a,[ad],[AD:Comp],
718.0,amzzud,jji,[iji],[dat:1S],
719.0,amzzud,tʒʒnʒmt,[t-ʒʒnʒm-t],[2S-save:pf],V
720.0,amzzud,!rruħ,[!rruħ],[soul],N
721.0,amzzud,inu,[in-u],[PossDet:1S] ,
722.0,amzzud,akk,[akk],[comp-2S],
723.0,amzzud,ʁnuʁ,[ʁnu-ʁ],[enrich:Impf-1S],V
724.0,amzzud,ʁ,[ʁ],[in],
725.0,amzzud,iggi,[iggi],[the side],N
726.0,amzzud,n,[n],[of],
727.0,amzzud,ddunit,[ddunit],[life],N
728.0,amzzud,s,[s],[with],
729.0,amzzud,lmal,[l-mal],[money],N
730.0,amzzud,ula,[ula],[or],
731.0,amzzud,ddahab,[ddahab],[gold],N
732.0,amzzud,ula,[ula],[or],
733.0,amzzud,nnqqwrt,[nnqqwrt],[silver],N
734.0,amzzud,ula,[ula],[or],
735.0,amzzud,jnna,[jnna],[what],
736.0,amzzud,trit,[t-ri-t],[2MS-want:ao],V
737.0,amzzud,jini,[i-ini],[3MS-say:ao],V
738.0,amzzud,jas,[i-a-s],[to-dat-3S],
739.0,amzzud,ur,[ur],[neg],
740.0,amzzud,gikk,[gi-kk],[in-2S],
741.0,amzzud,riʁ,[ri-ʁ],[want:ao-1S],V
742.0,amzzud,lmal,[l-mal],[money],N
743.0,amzzud,ula,[ula],[or],
744.0,amzzud,ddahab,[ddahab],[gold],N
745.0,,New_Sentence,New_Sentence,New_Sentence,
746.0,amzzud,ur,[ur],[neg],
747.0,amzzud,gikk,[gi-kk],[in-2S],
748.0,amzzud,riʁ,[ri-ʁ],[want:ao-1S],V
749.0,amzzud,abla,[abla],[only],
750.0,amzzud,!rruħ,[!rruħ],[soul],N
751.0,amzzud,nk,[n-k],[PossDet:2MS],
752.0,amzzud,tiwidd,[t-iwi-dd],[2S-bring:pf-deic],V
753.0,amzzud,ultma,[ultma],[my sister],N
754.0,amzzud,bla,[bla],[without],
755.0,amzzud,lqanun,[l-qanun],[law],N
756.0,amzzud,bla,[bla],[without],
757.0,amzzud,!ʃʃraʕ,[!ʃʃraʕ],[law],N
758.0,amzzud,ula,[ula],[or],
759.0,amzzud,walu,[walu],[nothing],N
760.0,amzzud,jut,[i-ut],[3MS-hit:pfS],V
761.0,amzzud,t,[t],[Obj:3S],
762.0,amzzud,ibbi,[i-bbi],[3MS-cat:pf],V
763.0,amzzud,jas,[i-a-s],[to-dat-3S],
764.0,amzzud,ja,[jan],[one:M],
765.0,amzzud,wfus,[w-fus],[SMCS-hand],N
766.0,amzzud,jini,[i-ini],[3MS-say:ao],V
767.0,amzzud,jas,[i-a-s],[to-dat-3S],
768.0,amzzud,bbi,[bbi],[cut:Imper:2S],V
769.0,amzzud,ʁwad,[ʁ-wa-d],[DemPronMS-Deic:this one],
770.0,amzzud,!jaddnin,[!jaddnin],[an other],
771.0,amzzud,jini,[i-ini],[3MS-say:ao],V
772.0,amzzud,jas,[i-a-s],[to-dat-3S],
773.0,amzzud,uhu,[uhu],[no],
774.0,amzzud,aʃʃku,[aʃʃku],[because],
775.0,amzzud,ikun,[ikun],[if],
776.0,amzzud,as,[a-s],[dat:3MS],
777.0,amzzud,ibbi,[i-bbi],[3MS-cat:pf],V
778.0,amzzud,wisssin,[wiss sin],[MS:second],
779.0,amzzud,jfassn,[i-fass-n],[MPFS-hand],N
780.0,amzzud,ra,[ra],[ra:Fut],
781.0,amzzud,jsul,[i-sul],[3MS-stay:pf],V
782.0,amzzud,lliʁ,[lliʁ],[RelPro],
783.0,amzzud,as,[a-s],[dat:3MS],
784.0,amzzud,ibbi,[i-bbi],[3MS-cat:pf],V
785.0,amzzud,ʁar,[ʁar],[ʁar],
786.0,amzzud,jan,[ja-n],[one:M],
787.0,amzzud,immt,[i-mmt],[3MS-die:ao],V
788.0,,New_Sentence,New_Sentence,New_Sentence,
789.0,amzzud,ildid,[i-ldi-d],[3MS-take out:ao-Deic],V
790.0,amzzud,ssbsi,[ssbsi],[pipe],N
791.0,amzzud,ikmi,[i-kmi],[3MS-smoke:pf],V
792.0,amzzud,iffaʁd,[i-ffaʁ-d],[3MS-go out:ao-deic],V
793.0,amzzud,mmiqqirnt,[mmiqqir-nt],[meet:ao-3FP],V
794.0,amzzud,fllas,[flla-s],[on-3MS],
795.0,amzzud,t!frχin,[t-!frχ-in],[girls] ,N
796.0,amzzud,lli,[lli],[Dem],
797.0,amzzud,s,[s],[with],
798.0,amzzud,tʁwrit,[t-ʁwri-t],[FSCS-youyous],N
799.0,amzzud,kra,[kra],[some],
800.0,amzzud,jgat,[i-ga-t],[3MS-be:pf],V
801.0,amzzud,jat,[ja-t],[one:F],
802.0,amzzud,gisnt,[gi-s-nt],[loc:3FP],
803.0,amzzud,ar,[ar],[AR],
804.0,amzzud,t,[t],[Obj:3MS],
805.0,amzzud,tssudum,[t-ssudum],[3MP-kiss:pf],V
806.0,amzzud,ʁ,[ʁ],[in],
807.0,amzzud,tsgajad,[t-sga-ja-d],[FSCS-side-dem-deic],N
808.0,amzzud,d,[d],[d],
809.0,amzzud,χtta,[χ-tta],[DemPronFS:this one],
810.0,amzzud,jaʃkid,[i-aʃk-id],[3MS-come in:ao-deic],V
811.0,amzzud,s,[s],[at],
812.0,amzzud,imi,[imi],[mouth],
813.0,amzzud,wʁiʁa,[w-ʁiʁa],[SMCS-ʁiʁa],
814.0,amzzud,jininn,[i-ini-nn],[3MS-say:ao-deic],V
815.0,amzzud,i,[i],[i],
816.0,amzzud,jajtmas,[i-ajtma-s],[dat-brother-P],N
817.0,amzzud,add,[ad],[AD:Comp],
818.0,amzzud,zggwizn,[zggwiz-n],[bring down:ao-3MP],V
819.0,amzzud,izikr,[izikr],[the rope],N
820.0,amzzud,zggwznt,[zggwz-nt],[bring down:pf-3FP],V
821.0,amzzud,allnnn,[all-n-nn],[bring up:pf-3MP-deic],V
822.0,amzzud,tafruχtlli,[ta-fruχ-t-lli],[FFSS-girl-RelPro] ,N
823.0,amzzud,izwarn,[i-zwar-n],[3MS-be first-partic],V
824.0,amzzud,ajtmaslli,[ajtma-s-lli],[brother:P-poss:3S-RelPro] ,N
825.0,amzzud,kra,[kra],[some],
826.0,amzzud,jgat,[i-ga-t],[3MS-be:pf],V
827.0,amzzud,jan,[ja-n],[one:M],
828.0,amzzud,gisn,[gi-s-n],[loc:3MP],
829.0,amzzud,ar,[ar],[AR],
830.0,amzzud,ittχzar,[i-tt-χzar],[3MS-tt-stare:Impf],V
831.0,amzzud,wajja,[wajja],[wajja],
832.0,amzzud,ira,[i-ra],[2MS-drink:ao],V
833.0,amzzud,tafruχtlli,[ta-fruχ-t-lli],[FFSS-girl-RelPro] ,N
834.0,amzzud,!smatln,[!smatl-n],[caus-bring down:pf-3MP],V
835.0,amzzud,izikr,[izikr],[the rope],N
836.0,amzzud,jini,[i-ini],[3MS-say:ao],V
837.0,amzzud,jasnd,[i-a-s-n-d],[to-dat-3P-deic],
838.0,amzzud,unʃawi,[u-nʃawi],[SMCS-canabis smoker],N
839.0,amzzud,ajwa,[ajwa],[ajwa],
840.0,amzzud,zggwzadd,[zggwza-dd],[bring down:Impf-deic],V
841.0,amzzud,izikr,[izikr],[the rope],N
842.0,amzzud,hati,[hati],[presentative],
843.0,amzzud,tlla,[t-lla],[3FS-be:pf],V
844.0,amzzud,sul,[sul],[not yet],
845.0,amzzud,ʁid,[ʁid],[deic],
846.0,amzzud,sslliʕt,[sslliʕt],[ware],N
847.0,,New_Sentence,New_Sentence,New_Sentence,
848.0,amzzud,zuggzn,[zuggz-n],[bring down:pf-3MP],V
849.0,amzzud,as,[a-s],[dat-3S],
850.0,amzzud,izikr,[izikr],[the rope],N
851.0,amzzud,jalld,[i-all-d],[3MS-pull up:pf-deic],V
852.0,amzzud,tisssnat,[tiss snat],[FS:second],
853.0,amzzud,zuggzn,[zuggz-n],[bring down:pf-3MP],V
854.0,amzzud,as,[a-s],[dat-3S],
855.0,amzzud,izikr,[izikr],[the rope],N
856.0,amzzud,jalld,[i-all-d],[3MS-pull up:pf-deic],V
857.0,amzzud,tiss!kratt,[tiss !krad-t],[FS:third],
858.0,amzzud,zuggzn,[zuggz-n],[bring down:pf-3MP],V
859.0,amzzud,as,[a-s],[dat-3S],
860.0,amzzud,izikr,[izikr],[the rope],N
861.0,amzzud,jalld,[i-all-d],[3MS-pull up:pf-deic],V
862.0,amzzud,ultmas,[ultma-s],[sister-poss:3S],N
863.0,amzzud,frħn,[frħ-n],[be happy:pf-3MP],V
864.0,amzzud,i!frχanlli,[i-!frχ-an-lli],[MPFS-!frχ-an-RelPro] ,N
865.0,amzzud,mija,[mija],[hundred],
866.0,amzzud,f,[f],[f],
867.0,amzzud,lmija,[l-mija],[hundred],N
868.0,amzzud,zuggzn,[zuggz-n],[bring down:pf-3MP],V
869.0,amzzud,as,[a-s],[dat-3S],
870.0,amzzud,izikr,[izikr],[the rope],N
871.0,amzzud,lliʁ,[lliʁ],[RelPro],
872.0,amzzud,rat,[rad],[RAD:Fut],
873.0,amzzud,tʁwli,[t-ʁwli],[3FS-go up:pf],V
874.0,amzzud,tisssmmust,[tiss smmus-t],[FS:fifth],
875.0,amzzud,jini,[i-ini],[3MS-say:ao],V
876.0,amzzud,jas,[i-a-s],[to-dat-3S],
877.0,amzzud,ʁwli,[ʁwli],[2MS:go up:Imper],V
878.0,amzzud,tini,[t-ini],[2FS-say:pf],V
879.0,amzzud,jas,[i-a-s],[to-dat-3S],
880.0,amzzud,uhu,[uhu],[no],
881.0,amzzud,ʁwli,[ʁwli],[2MS:go up:Imper],V
882.0,amzzud,kijji,[kijji],[2MS],
883.0,,New_Sentence,New_Sentence,New_Sentence,
884.0,amzzud,inna,[i-nna],[3MS-say:pf],V
885.0,amzzud,jas,[i-a-s],[to-dat-3S],
886.0,amzzud,ʁwli,[ʁwli],[2MS:go up:Imper],V
887.0,amzzud,kmmi,[kmmi],[2FS],
888.0,,New_Sentence,New_Sentence,New_Sentence,
889.0,amzzud,tnna,[t-nna],[3FS-say:pf],V
890.0,amzzud,jas,[i-a-s],[to-dat-3S],
891.0,amzzud,hann,[hann],[presentative],
892.0,amzzud,laman,[l-aman],[Security],N
893.0,amzzud,ur,[ur],[neg],
894.0,amzzud,illi,[i-lli],[3MS-be:pf],V
895.0,,New_Sentence,New_Sentence,New_Sentence,
896.0,amzzud,inna,[i-nna],[3MS-say:pf],V
897.0,amzzud,jas,[i-a-s],[to-dat-3S],
898.0,amzzud,daʁ,[daʁ],[once again],
899.0,amzzud,gwli,[gwli],[go up:ao:2S],V
900.0,amzzud,kmmi,[kmmi],[2FS],
901.0,amzzud,lliʁ,[lliʁ],[RelPro],
902.0,amzzud,t!zra,[t-!zra],[2FS-see:pf],V
903.0,amzzud,ra,[ra],[ra:Fut],
904.0,amzzud,jas,[i-a-s],[to-dat-3S],
905.0,amzzud,!ttijr,[!ttijr],[get angry:Impf:3MS],V
906.0,amzzud,tldid,[t-ldi-d],[3FS-make out:pf-deic],V
907.0,amzzud,ja,[jat],[one:F],
908.0,amzzud,ttalχatmt,[tta-l-χatm-t],[FFSS-ring],N
909.0,amzzud,n,[n],[of],
910.0,amzzud,lħkma,[l-ħkma],[Wisdom],N
911.0,amzzud,tf,[t-f],[3FS-give:ao],V
912.0,amzzud,as,[a-s],[dat-3MS],
913.0,amzzud,tt,[tt],[Obj:3S],V
914.0,,New_Sentence,New_Sentence,New_Sentence,
915.0,amzzud,tnna,[t-nna],[3FS-say:pf],V
916.0,amzzud,jas,[i-a-s],[to-dat-3S],
917.0,amzzud,hak,[hak],[take:ao:2S],
918.0,amzzud,g,[g],[carry:Imper:2S],
919.0,amzzud,talχatmt,[ta-l-χatm-t],[FFSS-ring],N
920.0,amzzud,ad,[a-d],[DemDet-Deic:this] ,
921.0,amzzud,ʁ,[ʁ],[in],
922.0,amzzud,ufus,[u-fus],[SMCS-hand],N
923.0,amzzud,nk,[n-k],[PossDet:2MS],
924.0,amzzud,hati,[hati],[presentative],
925.0,amzzud,nkki,[nkki],[1S:me],N
926.0,amzzud,dik,[d-ik],[and-2MS],
927.0,amzzud,ara,[ara],[2S:give:Imper],V
928.0,amzzud,jtihl,[i-tihl],[3MS-marry:pf],V
929.0,amzzud,nkki,[nkki],[1S:me],N
930.0,amzzud,kijji,[kijji],[2MS],
931.0,amzzud,ad,[ad],[AD:Comp],
932.0,amzzud,riʁ,[ri-ʁ],[want:ao-1S],V
933.0,amzzud,jini,[i-ini],[3MS-say:ao],V
934.0,amzzud,jas,[i-a-s],[to-dat-3S],
935.0,amzzud,abnti,[a-bnti],[O-daughter],N
936.0,amzzud,ħtta,[ħtta],[even if],
937.0,amzzud,nkki,[nkki],[1S:me],N
938.0,amzzud,kmmi,[kmmi],[2FS],
939.0,amzzud,ad,[ad],[AD:Comp],
940.0,amzzud,riʁ,[ri-ʁ],[want:ao-1S],V
941.0,amzzud,tʁwlid,[t-ʁwli-d],[3FS-go up:pf-deic],V
942.0,amzzud,ilmma,[ilmma],[once again],
943.0,amzzud,jallasnd,[i-all-as-n-d],[3MS-pull up:pf-dat3MS-deic],V
944.0,amzzud,ddahab,[ddahab],[gold],N
945.0,amzzud,ula,[ula],[or],
946.0,amzzud,lmal,[l-mal],[money],N
947.0,amzzud,ula,[ula],[or],
948.0,amzzud,kullu,[kullu],[all],
949.0,amzzud,ma,[ma],[what],
950.0,amzzud,ʁinn,[ʁinn],[over there],
951.0,amzzud,nnanasd,[nna-n-as-d],[say:pf-3P-dat:3S-deic],V
952.0,amzzud,awa,[awa],[so],
953.0,amzzud,illa,[i-lla],[3MS-be:pf],V
954.0,amzzud,sul,[sul],[not yet],
955.0,amzzud,ʁinn,[ʁinn],[over there],
956.0,amzzud,kra,[kra],[some],
957.0,amzzud,!jadnin,[!jadnin],[an other],
958.0,,New_Sentence,New_Sentence,New_Sentence,
959.0,amzzud,inna,[i-nna],[3MS-say:pf],V
